,Name,Location,Cuisine,Rating,Seating Capacity,Average Meal Price,Marketing Budget,Social Media Followers,Chef Experience Years,Number of Reviews,Avg Review Length,Ambience Score,Service Quality Score,Parking Availability,Weekend Reservations,Weekday Reservations,Revenue
6528,Restaurant 6528,Downtown,Mexican,3.2,83,30.34,4035,43586,8,775,162.44111028133688,3.9,1.4,Yes,59,10,574015.44
6529,Restaurant 6529,Rural,Italian,4.6,43,45.13,3953,46267,2,938,133.4704546252,1.4,4.2,No,0,6,440178.84
6530,Restaurant 6530,Suburban,Italian,4.3,59,46.22,2134,21025,17,772,269.91239645084806,7.9,8.7,Yes,11,4,628998.17
6531,Restaurant 6531,Rural,French,4.7,36,62.69,1792,21234,1,953,189.90330866631297,1.5,6.6,No,23,7,506834.36
6532,Restaurant 6532,Rural,Mexican,4.6,45,25.7,1180,16171,14,712,175.3086830081662,3.0,7.9,Yes,25,40,278396.55
6533,Restaurant 6533,Suburban,French,3.2,53,64.53,2991,35390,5,289,246.1498381456904,4.0,3.9,Yes,42,2,767623.03
6534,Restaurant 6534,Rural,Indian,3.8,36,33.42,3463,35326,9,682,188.3271364877204,2.2,4.3,Yes,1,32,285160.94
6535,Restaurant 6535,Rural,Italian,4.5,44,45.98,3764,44148,17,870,264.50189633143884,9.2,9.0,No,19,18,480457.94
6536,Restaurant 6536,Downtown,American,3.8,86,43.36,7538,77697,6,776,75.72523838955115,6.6,7.7,Yes,53,46,850828.73
6537,Restaurant 6537,Rural,American,4.9,32,40.77,1322,13930,1,857,244.03326610697883,8.9,4.5,Yes,18,15,299155.07
6538,Restaurant 6538,Rural,Indian,4.5,45,33.37,2120,21582,18,826,90.958647491119,7.1,2.9,No,24,31,359607.8
6539,Restaurant 6539,Rural,Italian,3.0,31,49.47,2491,32504,11,201,106.30783634456506,9.9,2.0,No,6,8,359258.11
6540,Restaurant 6540,Rural,Mexican,4.8,36,25.24,4279,46384,4,893,94.86288021007378,5.7,8.8,No,0,8,220967.78
6541,Restaurant 6541,Suburban,American,3.2,65,42.29,2864,36320,6,125,109.60533800585974,1.5,7.3,Yes,57,10,621593.58
6542,Restaurant 6542,Downtown,Mexican,3.3,90,29.02,3819,41797,8,785,232.95767417183663,2.4,6.5,No,67,34,596753.57
6543,Restaurant 6543,Rural,American,4.5,38,42.85,2711,35699,19,691,213.83292807638895,6.3,8.0,Yes,2,11,390538.2
6544,Restaurant 6544,Rural,Mexican,4.7,41,31.91,2607,33891,15,300,107.44532362683546,4.1,9.2,Yes,35,11,315842.8
6545,Restaurant 6545,Suburban,American,4.1,50,42.16,1928,27788,19,887,117.54373419443267,2.0,7.9,Yes,10,33,493470.28
6546,Restaurant 6546,Rural,Mexican,3.6,43,33.72,1668,20509,2,309,74.82352815239766,3.1,4.8,No,18,35,329423.85
6547,Restaurant 6547,Suburban,Indian,3.7,60,36.94,1863,20285,4,366,153.6088805514766,5.3,2.6,Yes,8,33,499396.89
6548,Restaurant 6548,Downtown,French,3.7,87,59.61,4646,48113,4,766,144.6462907767861,5.7,7.4,Yes,41,29,1161378.68
6549,Restaurant 6549,Downtown,Mexican,3.7,74,29.29,2982,32090,12,175,86.45394781432954,9.4,3.2,No,40,40,501744.44
6550,Restaurant 6550,Rural,French,3.5,44,56.32,848,12722,18,753,258.6562602172178,1.8,8.0,No,19,2,570196.34
6551,Restaurant 6551,Rural,French,4.2,36,63.57,1910,23484,12,597,263.14876216580666,4.2,4.0,No,8,33,525125.45
6552,Restaurant 6552,Rural,Italian,4.8,43,53.37,4618,47068,19,602,77.26170036827082,5.6,2.4,No,17,31,538631.45
6553,Restaurant 6553,Suburban,Indian,3.6,69,32.71,840,7316,15,408,116.5914883142881,2.0,3.3,No,56,7,516433.34
6554,Restaurant 6554,Rural,French,3.4,37,64.49,3138,36018,10,215,234.0222502312673,7.2,3.4,Yes,35,8,547573.44
6555,Restaurant 6555,Rural,Japanese,4.7,33,71.48,2699,34660,7,387,267.4916728182704,5.6,4.4,No,31,25,539144.34
6556,Restaurant 6556,Downtown,French,4.5,72,60.27,5161,51504,2,704,67.91824714240315,5.1,3.3,Yes,67,62,976036.89
6557,Restaurant 6557,Rural,Mexican,4.9,41,25.19,2141,26625,13,865,275.5925804760907,6.9,3.0,Yes,29,21,251663.26
6558,Restaurant 6558,Downtown,French,3.3,87,59.21,6451,72575,16,402,65.40928868613709,3.6,4.5,No,10,37,1165070.25
6559,Restaurant 6559,Rural,Mexican,3.3,44,32.05,2867,28032,8,795,208.4459898460136,4.1,8.8,No,41,29,332819.4
6560,Restaurant 6560,Downtown,Mexican,4.1,80,25.99,2357,25093,1,463,55.518783832151485,2.5,1.6,No,17,32,465384.46
6561,Restaurant 6561,Rural,Japanese,4.2,40,70.06,3870,42451,17,789,282.0662554361183,5.7,3.7,No,4,13,646122.17
6562,Restaurant 6562,Downtown,French,4.0,81,65.93,6030,63671,15,752,138.42266234372448,4.4,6.1,No,19,68,1209250.73
6563,Restaurant 6563,Suburban,French,4.2,68,62.88,2229,27164,14,74,212.20076884899683,3.3,8.9,Yes,65,9,966011.78
6564,Restaurant 6564,Downtown,American,3.4,86,41.02,4421,46191,7,821,96.15554977016956,2.1,3.6,No,82,43,798131.23
6565,Restaurant 6565,Downtown,American,4.0,75,40.86,4370,49248,19,579,130.31385400103713,1.2,4.1,No,57,24,706260.56
6566,Restaurant 6566,Downtown,Italian,4.3,90,45.48,3857,42128,10,990,236.8246205539075,2.7,8.2,Yes,74,83,928873.06
6567,Restaurant 6567,Rural,Mexican,3.9,37,35.53,3243,41164,11,681,293.2489716846899,3.2,4.4,No,12,10,311765.95
6568,Restaurant 6568,Rural,Japanese,4.4,44,75.21,1236,16655,5,551,298.0133226523548,5.4,8.7,Yes,19,33,744473.23
6569,Restaurant 6569,Rural,American,3.9,49,42.51,994,15787,7,402,252.41987903704972,3.2,5.1,No,41,15,472789.72
6570,Restaurant 6570,Suburban,French,3.7,59,56.09,1804,24524,12,645,261.79825992603867,8.4,6.1,Yes,41,3,751679.05
6571,Restaurant 6571,Suburban,Italian,3.6,64,47.29,2598,31816,2,539,292.35096503189243,5.3,6.0,Yes,1,56,679727.97
6572,Restaurant 6572,Downtown,Japanese,3.8,81,67.02,4102,45048,7,774,60.07917244223078,6.6,2.1,Yes,49,52,1216940.2
6573,Restaurant 6573,Suburban,Indian,3.0,60,35.72,1895,18492,5,498,92.53761174632172,2.9,4.2,Yes,53,51,486388.78
6574,Restaurant 6574,Downtown,French,4.3,87,57.29,5923,61429,12,531,63.16944462993224,4.7,3.2,Yes,8,27,1122519.47
6575,Restaurant 6575,Downtown,French,4.7,74,62.65,7938,80558,4,378,175.29028832227695,6.4,7.1,No,44,73,1050076.85
6576,Restaurant 6576,Downtown,Indian,3.7,81,36.0,1580,23703,19,626,289.62231125114096,3.8,9.4,No,70,47,673223.15
6577,Restaurant 6577,Suburban,Mexican,3.1,54,25.19,826,15983,3,416,195.6090467249835,4.0,2.9,Yes,3,8,307494.18
6578,Restaurant 6578,Rural,Mexican,5.0,39,33.18,2026,28908,17,588,188.8510289627108,8.3,1.8,No,1,5,311299.86
6579,Restaurant 6579,Suburban,American,3.5,63,37.08,2963,33140,4,768,256.67158791548104,8.5,5.6,No,22,36,532430.9
6580,Restaurant 6580,Downtown,American,3.3,85,44.07,2333,25681,9,137,282.2372204549346,5.8,4.5,Yes,0,9,839967.23
6581,Restaurant 6581,Downtown,French,3.7,74,58.91,3052,32796,2,458,224.6388078813444,9.1,1.3,Yes,68,60,976569.74
6582,Restaurant 6582,Suburban,French,4.5,60,58.72,2909,36425,10,979,273.8443426344565,7.6,9.3,Yes,31,30,801755.47
6583,Restaurant 6583,Downtown,American,3.6,88,35.13,4289,49585,9,285,93.80406974877212,1.5,9.5,Yes,18,40,703045.65
6584,Restaurant 6584,Downtown,Indian,4.1,77,40.87,3786,43613,8,99,175.85175796843254,6.0,8.7,No,30,51,715908.93
6585,Restaurant 6585,Suburban,American,3.8,68,41.73,3459,35682,18,232,141.1512593983728,7.3,3.5,Yes,53,33,655868.54
6586,Restaurant 6586,Suburban,French,3.2,69,59.65,1399,17069,11,443,133.13032579656496,5.9,2.1,No,3,8,920865.25
6587,Restaurant 6587,Suburban,Japanese,3.7,67,66.06,1513,21035,19,926,103.56257488569746,8.5,6.3,Yes,6,28,1003117.67
6588,Restaurant 6588,Downtown,French,4.4,90,62.69,8575,86288,18,794,273.4991457211214,3.7,3.5,No,31,40,1280435.79
6589,Restaurant 6589,Downtown,Japanese,4.2,81,68.11,6465,66395,19,235,162.59230478762765,1.6,2.8,No,5,0,1243231.09
6590,Restaurant 6590,Rural,Japanese,3.2,42,75.87,1249,20242,17,138,182.5635060639524,6.7,6.8,Yes,33,11,728102.14
6591,Restaurant 6591,Rural,French,3.3,50,65.46,2884,30330,17,948,119.07767417330082,7.6,7.8,Yes,14,22,751582.06
6592,Restaurant 6592,Suburban,Italian,4.3,70,53.09,2878,36327,15,135,290.7127232935698,7.9,5.7,No,27,0,843506.48
6593,Restaurant 6593,Rural,American,4.6,47,45.68,4005,44169,16,665,202.80250082279116,1.1,3.9,Yes,15,30,500285.79
6594,Restaurant 6594,Downtown,Mexican,3.7,84,26.16,2950,33177,17,671,50.17354471389286,7.1,5.6,No,20,24,513166.25
6595,Restaurant 6595,Rural,French,4.2,44,58.08,1236,18264,8,169,116.97311620047203,1.2,6.4,No,21,37,577932.72
6596,Restaurant 6596,Downtown,Japanese,3.3,81,67.79,5645,60941,7,137,299.83689789347216,8.0,1.5,No,24,3,1227895.69
6597,Restaurant 6597,Suburban,French,3.6,58,55.79,3213,36495,4,105,293.6937059606606,7.3,5.0,No,39,42,730167.82
6598,Restaurant 6598,Suburban,American,3.0,68,45.69,2240,28829,7,204,186.15411914903748,6.1,6.4,No,25,60,702758.58
6599,Restaurant 6599,Downtown,Indian,4.5,81,30.66,1948,22019,11,139,191.0293175210408,5.6,2.2,Yes,18,31,564581.03
6600,Restaurant 6600,Rural,Japanese,3.8,34,74.42,2273,30110,3,961,275.39712417230305,7.4,5.0,No,19,27,573591.64
6601,Restaurant 6601,Suburban,Mexican,4.6,70,33.45,3821,46686,2,343,227.1414851142653,1.5,4.1,No,41,32,528782.15
6602,Restaurant 6602,Suburban,Mexican,4.4,69,29.13,3260,35983,1,410,283.0540965682921,8.5,8.8,No,19,26,458653.43
6603,Restaurant 6603,Rural,Mexican,4.7,39,25.21,2575,25636,6,998,169.78324359424056,2.8,5.4,No,21,0,233088.32
6604,Restaurant 6604,Rural,Indian,3.6,36,30.07,837,10398,14,757,293.97517926065035,5.3,4.8,No,26,7,260403.59
6605,Restaurant 6605,Downtown,Italian,3.4,80,47.24,1430,20458,4,584,184.8874462220578,5.4,3.2,No,45,22,843445.78
6606,Restaurant 6606,Rural,Japanese,4.9,37,70.43,4117,47824,16,644,211.20974231192935,8.0,9.6,No,21,31,609011.35
6607,Restaurant 6607,Rural,Indian,4.4,50,35.04,1404,16828,10,745,70.64171523038208,2.7,9.7,No,7,2,404640.76
6608,Restaurant 6608,Rural,Japanese,4.7,36,71.44,1052,15289,5,768,202.9075237728433,3.7,4.3,No,11,5,577254.45
6609,Restaurant 6609,Downtown,Indian,3.0,85,38.49,5041,51344,11,784,241.9439866246557,7.0,9.4,No,81,69,753161.55
6610,Restaurant 6610,Downtown,Indian,3.7,85,34.15,2314,26211,1,137,159.8260865847285,4.7,6.6,No,64,48,651232.6
6611,Restaurant 6611,Suburban,Italian,4.5,63,46.76,1227,18704,17,102,175.60955248196734,3.7,8.0,Yes,60,58,676495.1
6612,Restaurant 6612,Downtown,Japanese,3.2,84,73.8,2284,27027,14,763,148.33185528434635,6.6,1.8,No,31,56,1388548.75
6613,Restaurant 6613,Suburban,Indian,4.1,69,33.66,4071,46669,7,761,292.2603768182421,1.8,1.2,No,45,60,530632.51
6614,Restaurant 6614,Rural,Italian,3.9,38,48.16,1067,13539,14,756,169.1560590801558,8.1,5.6,Yes,1,13,426101.21
6615,Restaurant 6615,Suburban,French,3.0,65,63.41,2969,30441,1,452,81.5528360506681,5.7,1.7,No,35,36,918723.01
6616,Restaurant 6616,Suburban,American,3.5,65,45.28,3330,39973,6,565,57.21804570966253,2.9,9.0,Yes,45,40,668483.25
6617,Restaurant 6617,Rural,Indian,3.6,34,40.06,1409,14265,7,974,243.11729926744047,4.7,8.4,Yes,21,29,318614.51
6618,Restaurant 6618,Suburban,Mexican,3.2,52,26.51,2814,32843,11,990,186.91821210916547,2.2,7.4,Yes,15,27,326652.45
6619,Restaurant 6619,Downtown,Italian,4.3,90,50.53,6762,68179,10,922,50.69262634145981,6.5,1.3,No,27,41,1028678.29
6620,Restaurant 6620,Downtown,Italian,3.5,82,46.02,5113,50686,3,582,145.63065934118043,7.0,5.1,No,47,35,850618.6
6621,Restaurant 6621,Downtown,Indian,3.6,77,40.57,6147,65730,19,871,278.5123175399641,4.6,1.7,No,35,55,724182.21
6622,Restaurant 6622,Downtown,Italian,4.8,86,47.37,9131,99846,2,293,286.9387315130504,4.1,9.4,No,79,70,927249.51
6623,Restaurant 6623,Suburban,French,3.9,54,57.17,2790,33043,12,687,63.389812086415375,8.6,6.5,No,34,18,705826.41
6624,Restaurant 6624,Suburban,Italian,3.8,55,54.78,3411,39710,12,926,80.85560342464677,6.2,2.4,Yes,32,48,689461.5
6625,Restaurant 6625,Rural,American,4.4,31,45.65,1984,19569,1,762,51.21758625844717,7.0,6.0,Yes,24,13,324585.35
6626,Restaurant 6626,Suburban,American,4.8,63,42.67,1089,12859,14,101,267.16842806523834,2.1,2.1,No,38,48,610966.06
6627,Restaurant 6627,Suburban,Mexican,3.1,53,26.33,1917,27040,11,292,67.72155645637977,7.4,2.3,No,11,25,327221.69
6628,Restaurant 6628,Suburban,French,3.9,52,60.34,2863,30536,8,451,76.97503805497401,5.0,1.7,Yes,15,19,707276.78
6629,Restaurant 6629,Rural,American,4.2,38,43.98,2113,26170,9,772,106.90566239368316,4.3,8.8,No,35,13,389684.6
6630,Restaurant 6630,Downtown,Indian,3.6,87,36.3,6529,71035,18,706,279.31238791133364,9.4,5.9,Yes,57,38,735479.65
6631,Restaurant 6631,Suburban,Japanese,4.5,61,66.46,1435,16373,13,605,222.0585018216205,1.5,4.0,No,32,31,911957.27
6632,Restaurant 6632,Rural,Japanese,4.9,38,66.89,2396,28082,4,668,204.22033994186225,2.8,1.0,Yes,35,29,573173.64
6633,Restaurant 6633,Rural,Japanese,4.9,47,74.51,4530,48115,16,713,246.1642264182865,4.4,5.2,Yes,35,27,802977.8
6634,Restaurant 6634,Rural,Indian,3.5,42,35.8,1236,20824,3,162,223.3211244106307,3.9,5.6,No,27,17,341832.8
6635,Restaurant 6635,Downtown,Italian,3.5,83,52.76,5628,60454,4,951,236.48170517029604,5.6,4.0,No,15,29,983506.66
6636,Restaurant 6636,Suburban,Indian,4.9,59,34.1,4132,43176,4,272,68.41410967449094,4.6,5.4,No,28,37,460723.4
6637,Restaurant 6637,Rural,Italian,3.9,32,50.86,1825,23339,8,716,197.4413241102492,8.1,1.9,Yes,19,30,377255.47
6638,Restaurant 6638,Downtown,Japanese,3.4,76,75.75,2438,24852,11,480,238.3018218139697,7.9,9.3,Yes,22,69,1293135.85
6639,Restaurant 6639,Rural,Mexican,4.4,47,28.63,2939,29662,3,223,191.41465508332396,8.0,3.3,No,16,5,310277.42
6640,Restaurant 6640,Rural,Mexican,3.6,45,32.42,3348,39577,19,396,52.94871834113103,4.3,9.5,No,3,2,353354.05
6641,Restaurant 6641,Rural,Italian,3.5,46,46.9,1074,15244,6,396,102.77997237071985,4.7,5.4,No,22,6,487999.0
6642,Restaurant 6642,Rural,Japanese,4.8,35,66.34,1568,21917,3,724,290.72499926674766,7.5,8.7,Yes,21,33,528074.31
6643,Restaurant 6643,Rural,Indian,3.3,41,38.62,2319,28823,4,234,226.173660230286,2.1,6.2,No,37,17,362392.11
6644,Restaurant 6644,Downtown,Mexican,3.1,88,34.29,5079,57338,4,445,222.1262252200574,8.7,8.6,No,26,64,687948.38
6645,Restaurant 6645,Suburban,Italian,3.5,52,52.35,1162,15037,2,334,215.0631104545772,5.9,1.1,No,29,26,607703.9
6646,Restaurant 6646,Suburban,Indian,4.2,52,31.74,1225,15482,16,362,81.95200004580647,8.6,2.7,No,21,14,387551.62
6647,Restaurant 6647,Suburban,Japanese,3.2,67,67.65,2396,25420,5,247,51.02069524798593,8.1,4.2,Yes,21,42,1013399.4
6648,Restaurant 6648,Suburban,French,3.9,60,65.02,2971,35776,15,616,160.16307951794056,4.4,3.7,No,12,23,883165.8
6649,Restaurant 6649,Downtown,Japanese,4.3,75,68.18,3846,46645,5,982,161.08110121132762,1.9,9.5,No,62,61,1149007.89
6650,Restaurant 6650,Downtown,Japanese,4.7,88,74.01,3459,41732,12,120,252.95136279201293,9.3,4.6,Yes,23,83,1460630.88
6651,Restaurant 6651,Downtown,Indian,3.5,74,33.15,4795,50487,19,759,95.39187908934474,4.1,9.7,Yes,49,39,577280.95
6652,Restaurant 6652,Rural,Indian,4.6,42,40.33,3610,42901,15,614,118.77779077479346,4.4,6.9,Yes,32,29,402853.52
6653,Restaurant 6653,Rural,American,3.5,34,45.06,2025,19305,6,516,69.56058292234212,9.2,8.5,No,29,17,357474.27
6654,Restaurant 6654,Rural,American,4.4,32,35.48,3263,37639,1,575,149.968758821991,9.3,4.5,Yes,21,4,265357.29
6655,Restaurant 6655,Suburban,Indian,3.9,68,38.47,2430,29842,5,547,113.9974371231653,3.4,2.7,Yes,6,14,587945.74
6656,Restaurant 6656,Rural,Indian,3.2,46,31.86,965,17319,19,582,115.723961038034,1.8,1.5,No,8,22,346040.89
6657,Restaurant 6657,Suburban,French,4.4,52,57.37,1527,19898,11,511,113.51327177965442,1.0,6.9,Yes,31,42,676774.97
6658,Restaurant 6658,Rural,French,3.4,44,60.06,2215,29689,14,921,107.87962728721084,4.9,9.7,Yes,34,5,609029.45
6659,Restaurant 6659,Suburban,Japanese,3.4,66,71.34,2551,28490,14,575,129.94825757282462,6.1,2.1,Yes,21,49,1060643.16
6660,Restaurant 6660,Rural,Mexican,3.7,42,28.58,1719,20263,2,870,184.17254119547445,3.4,7.9,Yes,25,37,277632.45
6661,Restaurant 6661,Rural,French,4.3,43,61.33,2727,26967,5,164,159.42756928627017,3.3,4.3,No,31,39,596404.56
6662,Restaurant 6662,Downtown,Japanese,3.5,85,66.88,3390,32621,9,913,65.86174030640619,4.2,9.9,Yes,36,29,1273910.45
6663,Restaurant 6663,Rural,Italian,3.4,40,45.25,878,9545,17,779,156.46496593994289,3.4,8.8,No,35,9,424833.25
6664,Restaurant 6664,Rural,American,3.0,46,41.28,852,8297,19,432,261.5695636281464,8.7,3.1,Yes,45,29,446366.29
6665,Restaurant 6665,Downtown,Mexican,3.9,74,30.69,3056,33520,15,244,75.1760293668036,6.8,7.9,Yes,9,0,526736.35
6666,Restaurant 6666,Suburban,Japanese,3.9,70,72.59,1413,16984,2,256,286.0903998329138,8.5,7.6,Yes,4,28,1128658.28
6667,Restaurant 6667,Downtown,Indian,3.5,84,37.15,2868,32908,9,902,127.14759269124686,8.7,7.9,Yes,74,14,711732.0
6668,Restaurant 6668,Downtown,Italian,3.1,87,54.87,2486,23734,11,911,53.63390735037567,4.9,1.7,No,60,16,1070645.93
6669,Restaurant 6669,Suburban,American,3.9,65,40.05,3863,37869,6,481,113.2888947660793,5.3,8.3,Yes,11,7,592282.6
6670,Restaurant 6670,Rural,Italian,4.6,43,45.09,1087,10476,15,554,67.41490513867586,9.8,3.4,No,19,39,452090.05
6671,Restaurant 6671,Suburban,Japanese,4.4,63,71.94,1096,11656,4,511,191.595336514168,8.4,6.3,Yes,9,9,1008449.9
6672,Restaurant 6672,Rural,French,4.7,42,62.43,3909,39077,15,160,129.08128188763743,8.2,2.0,Yes,25,14,604903.26
6673,Restaurant 6673,Rural,American,3.0,30,40.74,989,8782,18,489,251.71915348116764,6.3,6.0,No,11,9,295527.2
6674,Restaurant 6674,Suburban,Italian,4.9,55,52.58,3525,42140,7,728,233.156272030938,5.2,9.2,No,41,27,659952.04
6675,Restaurant 6675,Downtown,French,3.7,80,58.56,1894,26548,16,662,167.14911487169397,9.1,2.6,Yes,7,76,1058174.08
6676,Restaurant 6676,Suburban,Mexican,5.0,60,26.64,3119,35469,3,218,190.1504027103261,8.2,8.7,Yes,51,30,370545.39
6677,Restaurant 6677,Rural,Japanese,3.5,45,72.31,1238,12733,12,481,202.19240024525504,5.7,4.9,Yes,19,13,735684.62
6678,Restaurant 6678,Suburban,Japanese,3.9,52,67.7,1213,11599,7,717,117.67617184887376,3.4,3.9,No,9,28,787955.95
6679,Restaurant 6679,Suburban,American,3.7,66,40.02,3228,35698,9,307,84.84409329854688,2.3,1.5,Yes,46,13,598951.16
6680,Restaurant 6680,Rural,Italian,3.7,43,50.41,1112,18654,10,839,144.12970401358916,6.0,5.8,Yes,29,19,497309.35
6681,Restaurant 6681,Downtown,Mexican,4.7,71,30.25,2469,28062,1,504,73.71438652849497,3.7,2.8,Yes,7,40,482143.6
6682,Restaurant 6682,Suburban,Indian,4.5,58,36.58,3337,39861,12,797,128.71584385134713,3.4,9.5,No,22,34,493730.19
6683,Restaurant 6683,Rural,American,5.0,37,35.32,4384,50613,18,689,188.15054019442903,2.0,3.1,No,16,4,317939.01
6684,Restaurant 6684,Rural,Indian,4.2,40,40.89,4141,43161,1,401,185.0281310328668,1.3,6.3,No,3,14,372863.08
6685,Restaurant 6685,Suburban,American,3.9,56,42.88,3792,36929,18,172,80.15334360981392,8.1,6.0,No,0,55,561167.17
6686,Restaurant 6686,Downtown,Italian,3.2,71,49.68,3430,36150,7,750,52.08477500100196,2.0,4.0,Yes,36,0,792715.3
6687,Restaurant 6687,Suburban,Mexican,5.0,53,27.1,2753,30749,17,897,72.23589048516203,9.0,8.7,No,51,6,349405.35
6688,Restaurant 6688,Downtown,Italian,4.1,83,45.88,7094,70771,13,341,59.03751048771692,2.9,2.6,Yes,7,11,865398.15
6689,Restaurant 6689,Downtown,Japanese,4.4,82,72.39,6327,68363,10,386,150.11722235182123,7.8,8.4,No,32,20,1335524.55
6690,Restaurant 6690,Downtown,Indian,3.8,82,33.49,4755,55109,14,866,147.4375465431237,8.4,2.9,No,34,75,636333.78
6691,Restaurant 6691,Downtown,French,4.1,82,57.52,6481,69466,1,820,110.40384132614594,8.1,1.4,Yes,24,35,1056922.64
6692,Restaurant 6692,Suburban,Japanese,4.9,54,69.18,3111,38114,6,328,103.86111491621487,8.9,9.5,No,28,32,844701.68
6693,Restaurant 6693,Rural,Japanese,3.3,41,71.52,2988,37729,4,918,149.10497911460163,4.1,6.7,No,39,3,662786.37
6694,Restaurant 6694,Rural,Indian,3.6,35,37.39,1948,25343,19,280,71.64339455568673,9.9,6.7,No,27,8,319952.15
6695,Restaurant 6695,Rural,American,3.3,43,42.1,1684,16211,15,717,103.57728124880408,3.5,3.4,Yes,34,38,422707.45
6696,Restaurant 6696,Rural,Japanese,4.6,37,74.5,2141,28983,19,158,151.42297621363963,9.4,2.3,Yes,2,6,634096.15
6697,Restaurant 6697,Rural,Mexican,3.1,37,27.41,2193,27475,12,922,73.70747856089467,4.9,7.4,No,1,17,247253.86
6698,Restaurant 6698,Rural,Japanese,3.2,36,72.0,2103,24301,14,889,260.20341820115266,1.5,5.7,No,15,22,594059.55
6699,Restaurant 6699,Suburban,Mexican,3.6,66,26.11,2321,29180,3,594,219.00462448919325,8.1,3.9,No,56,19,394480.69
6700,Restaurant 6700,Downtown,Italian,4.0,90,51.03,3406,35306,4,175,145.77981221161943,8.1,3.9,Yes,6,30,1024862.68
6701,Restaurant 6701,Rural,American,3.8,40,41.42,2294,23660,3,629,87.59957730721864,2.8,9.0,No,22,24,379526.52
6702,Restaurant 6702,Suburban,Mexican,3.1,59,27.38,2877,32882,12,806,98.54682796718356,8.4,9.0,No,57,35,384567.54
6703,Restaurant 6703,Rural,Japanese,4.9,42,69.31,3338,41595,9,376,80.02239618693599,2.4,3.5,Yes,30,2,659520.05
6704,Restaurant 6704,Rural,American,4.9,39,44.1,2168,27923,19,316,90.0209568183833,2.4,8.1,No,17,19,407775.85
6705,Restaurant 6705,Downtown,American,3.6,90,36.63,4018,38854,16,537,155.62853474253882,8.3,3.0,No,83,24,756590.41
6706,Restaurant 6706,Downtown,Mexican,4.5,83,29.78,8751,88998,1,697,111.41616632032742,3.6,8.3,Yes,7,50,568928.92
6707,Restaurant 6707,Downtown,Mexican,4.2,78,35.26,3356,41108,14,325,271.1446192153061,1.7,2.1,Yes,12,20,627079.04
6708,Restaurant 6708,Rural,French,3.5,36,60.55,1143,17217,13,111,290.23218250854995,9.6,7.8,No,29,34,505688.2
6709,Restaurant 6709,Rural,French,3.5,36,62.98,2104,22623,12,220,222.84126087278565,6.0,6.0,No,19,34,522599.41
6710,Restaurant 6710,Rural,American,4.0,47,44.1,3914,41958,5,664,252.19027736172063,5.0,2.1,No,9,29,473444.0
6711,Restaurant 6711,Downtown,Indian,3.8,85,32.24,5436,56851,3,141,113.77988389478035,5.5,6.5,Yes,27,15,621780.23
6712,Restaurant 6712,Suburban,Indian,3.6,57,32.4,1080,14639,2,124,216.25599353953083,7.0,2.7,No,18,22,415195.15
6713,Restaurant 6713,Rural,French,4.6,45,63.34,3090,38774,11,675,64.49966323403196,8.8,2.7,No,1,10,649586.14
6714,Restaurant 6714,Rural,Japanese,4.0,48,73.29,2050,22565,2,170,290.05402132724896,7.1,5.0,No,44,11,787048.68
6715,Restaurant 6715,Rural,Italian,4.3,44,45.66,1870,25954,16,775,217.55174132673545,7.7,9.7,No,26,34,473072.06
6716,Restaurant 6716,Suburban,American,3.4,64,38.55,1767,18303,8,533,129.2127928682458,2.6,9.0,Yes,44,4,560598.85
6717,Restaurant 6717,Rural,Italian,4.1,35,49.38,3764,46716,3,759,243.26038969597664,4.5,8.4,Yes,12,21,399077.04
6718,Restaurant 6718,Suburban,French,3.6,58,64.12,2274,23430,4,312,53.94986230099728,6.3,8.7,No,11,16,832889.98
6719,Restaurant 6719,Rural,Mexican,4.1,44,29.64,3865,43378,4,187,144.05905884760278,6.6,5.5,No,31,20,305513.08
6720,Restaurant 6720,Suburban,American,4.6,56,45.19,2745,31218,8,217,273.91444074110507,3.4,4.4,Yes,16,26,574120.54
6721,Restaurant 6721,Rural,French,4.5,37,65.96,3783,41342,6,565,115.79989076955805,9.8,9.0,Yes,20,12,560856.2
6722,Restaurant 6722,Downtown,Japanese,3.7,87,73.59,1864,19217,14,250,216.97857801976585,2.1,1.7,No,32,45,1427933.55
6723,Restaurant 6723,Downtown,American,4.4,90,42.33,3447,41056,15,151,140.02592059992315,2.0,10.0,Yes,87,58,868987.45
6724,Restaurant 6724,Downtown,American,4.9,85,39.31,3261,38818,17,68,148.09108392167352,3.1,6.0,No,54,78,765462.97
